#doc=music_now.2.txt;;lemma;gramm;;;;;;;;;;;
4;lt;LT;NONLEX;;;ь;л;е;т;и;л;S;ћџ—Ћ»“≈Ћ№;S m inan nom sg
4;noindex;NOINDEX;NONLEX;;;;;;;;;PUNC;@;PUNC
8;gt;GT;NONLEX;;;;;;;;;PUNC;&;PUNC
2;@;@;PUNC;;;;;;;;;NONLEX;LT;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;";";PUNC
5;";";";";PUNC;;;;;;;;;NONLEX;NOINDEX;NONLEX
7;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
1;ћыслитель;ћџ—Ћ»“≈Ћ№;S m inan nom sg;;;;;;;;;NONLEX;GT;NONLEX
9;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;[;[;PUNC;;;;;;;;;PUNC;[;PUNC
2;нрзб;Ќ–«Ѕ;NONLEX;;;б;з;р;н;;;NONLEX;Ќ–«Ѕ;NONLEX
3;];];PUNC;;;;;;;;;PUNC;];PUNC
4;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
5;lt;&;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
6;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;noindex;NOINDEX;NONLEX;;;;;;;;;NONLEX;NOINDEX;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
5;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
6;у;”;PR;;;у;;;;;;PR;”;PR
7;мен€;я;SPRO sg 1p - acc;;;€;н;е;м;;;SPRO;я;SPRO sg 1p - acc
8;получаетс€;ѕќЋ”„ј“№—я;V ipf praes sg indic - 3p;;;€;с;т;е;а;ч;V;ѕќЋ”„ј“№—я;V ipf praes sg indic - 3p
9;не;Ќ≈;PART;;;е;н;;;;;PART;Ќ≈;PART
10;очень;ќ„≈Ќ№;ADV -;;;ь;н;е;ч;о;;ADV;ќ„≈Ќ№;ADV -
11;хорошо;’ќ–ќЎќ;ADV -;;;о;ш;о;р;о;х;ADV;’ќ–ќЎќ;ADV -
12;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
13;поэтому;ѕќЁ“ќћ”;ADV -;;;у;м;о;т;э;о;ADV;ѕќЁ“ќћ”;ADV -
14;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
15;соответственно;—ќќ“¬≈“—“¬≈ЌЌќ;ADV -;;;о;н;н;е;в;т;ADV;—ќќ“¬≈“—“¬≈ЌЌќ;ADV -
16;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
17;и;»;CONJ;;;и;;;;;;CONJ;»;CONJ
18;с;—;PR;;;с;;;;;;PR;—;PR
19;темой;“≈ћј;S f inan ins sg;;;й;о;м;е;т;;S;“≈ћј;S f inan ins sg
20;у;”;PR;;;у;;;;;;PR;”;PR
21;мен€;я;SPRO sg 1p - acc;;;€;н;е;м;;;SPRO;я;SPRO sg 1p - acc
22;будет;Ѕџ“№;V ipf praes sg indic - 3p;;;т;е;д;у;б;;V;Ѕџ“№;V ipf praes sg indic - 3p
23;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
24;наверно;Ќј¬≈–Ќќ;ADV -;;;о;н;р;е;в;а;ADV;Ќј¬≈–Ќќ;ADV -
25;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
26;очень;ќ„≈Ќ№;ADV -;;;ь;н;е;ч;о;;ADV;ќ„≈Ќ№;ADV -
27;немножко;Ќ≈ћЌќ∆ ќ;ADV -;;;о;к;ж;о;н;м;ADV;Ќ≈ћЌќ∆ ќ;ADV -
28;глупое;√Ћ”ѕџ…;A - acc sg plen n -;;;е;о;п;у;л;г;A;√Ћ”ѕџ…;A - nom sg plen n -
29;видео;¬»ƒ≈ќ;S n inan acc pl;;;о;е;д;и;в;;S;¬»ƒ≈ќ;S n inan nonflex nonflex
30;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
31;но;Ќќ;CONJ;;;о;н;;;;;CONJ;Ќќ;CONJ
32;всЄ;¬—≈;ADV -;;;Є;с;в;;;;ADV;¬—≈;ADV -
33;же;∆≈;PART;;;е;ж;;;;;PART;∆≈;PART
34;.;.;SENT;;;;;;;;;SENT;.;SENT
;;;;;;;;;;;;;;
1;ћыслитель;ћџ—Ћ»“≈Ћ№;S m anim nom sg;;;ь;л;е;т;и;л;S;ћџ—Ћ»“≈Ћ№;S m anim nom sg
2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
3;ќ;ќ;PR;;;о;;;;;;PR;ќ;PR
4;чем;„≈ћ;CONJ;;;м;е;ч;;;;CONJ;„≈ћ;CONJ
5;€;я;SPRO sg 1p - nom;;;€;;;;;;SPRO;я;SPRO sg 1p - nom
6;хотел;’ќ“≈“№;V ipf praet sg indic m -;;;л;е;т;о;х;;V;’ќ“≈“№;V ipf praet sg indic m -
7;поговорить;ѕќ√ќ¬ќ–»“№;V pf - - inf - -;;;ь;т;и;р;о;в;V;ѕќ√ќ¬ќ–»“№;V pf - - inf - -
8;?;?;SENT;;;;;;;;;SENT;?;SENT
;;;;;;;;;;;;;;
1;ћыслитель;ћџ—Ћ»“≈Ћ№;S m anim nom sg;;;ь;л;е;т;и;л;S;ћџ—Ћ»“≈Ћ№;S m anim nom sg
2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
3;я;я;SPRO sg 1p - nom;;;€;;;;;;SPRO;я;SPRO sg 1p - nom
4;бы;Ѕџ;PART;;;ы;б;;;;;PART;Ѕџ;PART
5;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
6;например;Ќјѕ–»ћ≈–;ADV -;;;р;е;м;и;р;п;ADV;Ќјѕ–»ћ≈–;ADV -
7;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
8;хотел;’ќ“≈“№;V ipf praet sg indic m -;;;л;е;т;о;х;;V;’ќ“≈“№;V ipf praet sg indic m -
9;поговорить;ѕќ√ќ¬ќ–»“№;V pf - - inf - -;;;ь;т;и;р;о;в;V;ѕќ√ќ¬ќ–»“№;V pf - - inf - -
10;о;ќ;PR;;;о;;;;;;PR;ќ;PR
11;том;“ќ;S n - loc sg;;;м;о;т;;;;S;“ќ;S n - loc sg
12;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
13;что;„“ќ;CONJ;;;о;т;ч;;;;CONJ;„“ќ;CONJ
14;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
15;эээ;ЁЁЁ;NONLEX;;;э;э;э;;;;NONLEX;ЁЁЁ;NONLEX
16;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
17;ну;Ќ”;PART;;;у;н;;;;;PART;Ќ”;PART
18;о;ќ;PR;;;о;;;;;;PR;ќ;PR
19;такой;“ј ќ…;A - loc sg plen f -;;;й;о;к;а;т;;A;“ј ќ…;A - gen sg plen f -
20;интересной;»Ќ“≈–≈—Ќџ…;A - loc sg plen f -;;;й;о;н;с;е;р;A;»Ќ“≈–≈—Ќџ…;A - gen sg plen f -
21;ситуации;—»“”ј÷»я;S f inan loc sg;;;и;и;ц;а;у;т;S;—»“”ј÷»я;S f inan gen sg
22;в;¬;PR;;;в;;;;;;PR;¬;PR
23;нашей;ЌјЎ;A - loc sg plen f -;;;й;е;ш;а;н;;A;ЌјЎ;A - loc sg plen f -
24;стране;—“–јЌј;S f inan loc sg;;;е;н;а;р;т;с;S;—“–јЌј;S f inan loc sg
25;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
26;что;„“ќ;CONJ;;;о;т;ч;;;;CONJ;„“ќ;CONJ
27;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
28;ээн;ЁЁЌ;INTJ;;;н;э;э;;;;S;ЁЁЌ;S m inan acc sg
29;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
30;как бы;как бы;-;;;ы;б; ;к;а;к;-;как бы;-
31;это;Ё“ќ;S n inan acc sg;;;о;т;э;;;;S;Ё“ќ;S n inan acc sg
32;сказать;— ј«ј“№;V pf - - inf - -;;;ь;т;а;з;а;к;V;— ј«ј“№;V pf - - inf - -
33;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
34;одна;ќƒ»Ќ;A - nom sg plen f -;;;а;н;д;о;;;A;ќƒ»Ќ;A - nom sg plen f -
35;музыкальна€;ћ”«џ јЋ№Ќџ…;A - nom sg plen f -;;;€;а;н;ь;л;а;A;ћ”«џ јЋ№Ќџ…;A - nom sg plen f -
36;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
37;эээ;ЁЁЁ;NONLEX;;;э;э;э;;;;NONLEX;ЁЁЁ;NONLEX
38;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
39;веха;¬≈’ј;S f inan nom sg;;;а;х;е;в;;;S;¬≈’ј;S f inan nom sg
40;сменила;—ћ≈Ќ»“№;V pf praet sg indic f -;;;а;л;и;н;е;м;V;—ћ≈Ќ»“№;V pf praet sg indic f -
41;другую;ƒ–”√ќ…;A - acc sg plen f -;;;ю;у;г;у;р;д;A;ƒ–”√ќ…;A - acc sg plen f -
42;:;:;PUNC;;;;;;;;;PUNC;:;PUNC
43;то;“ќ;CONJ;;;о;т;;;;;CONJ;“ќ;CONJ
44;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
45;что;„“ќ;CONJ;;;о;т;ч;;;;CONJ;„“ќ;CONJ
46;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
47;например;Ќјѕ–»ћ≈–;ADV -;;;р;е;м;и;р;п;ADV;Ќјѕ–»ћ≈–;ADV -
48;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
49;если;≈—Ћ»;CONJ;;;и;л;с;е;;;CONJ;≈—Ћ»;CONJ
50;раньше;–јЌќ;ADV comp;;;е;ш;ь;н;а;р;ADV;–јЌќ;ADV comp
51;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
52;наверное;Ќј¬≈–Ќќ≈;ADV -;;;е;о;н;р;е;в;ADV;Ќј¬≈–Ќќ≈;ADV -
53;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
54;самым;—јћџ…;A - ins sg plen n -;;;м;ы;м;а;с;;A;—јћџ…;A - ins sg plen n -
55;попул€рным;ѕќѕ”Ћя–Ќџ…;A - ins sg plen m -;;;м;ы;н;р;€;л;A;ѕќѕ”Ћя–Ќџ…;A - ins sg plen m -
56;жанром;∆јЌ–;S m inan ins sg;;;м;о;р;н;а;ж;S;∆јЌ–;S m inan ins sg
57;в;¬;PR;;;в;;;;;;PR;¬;PR
58;нашей;ЌјЎ;A - loc sg plen f -;;;й;е;ш;а;н;;A;ЌјЎ;A - loc sg plen f -
59;стране;—“–јЌј;S f inan loc sg;;;е;н;а;р;т;с;S;—“–јЌј;S f inan loc sg
60;была;Ѕџ“№;V ipf praet sg indic f -;;;а;л;ы;б;;;V;Ѕџ“№;V ipf praet sg indic f -
61;рок-музыка;–ќ -ћ”«џ ј;S f inan nom sg;;;а;к;ы;з;у;м;S;–ќ -ћ”«џ ј;S f inan nom sg
62;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
63;то;“ќ;CONJ;;;о;т;;;;;CONJ;“ќ;CONJ
64;теперь;“≈ѕ≈–№;ADV -;;;ь;р;е;п;е;т;ADV;“≈ѕ≈–№;ADV -
65;в;¬;PR;;;в;;;;;;PR;¬;PR
66;нашей;ЌјЎ;A - loc sg plen f -;;;й;е;ш;а;н;;A;ЌјЎ;A - loc sg plen f -
67;стране;—“–јЌј;S f inan loc sg;;;е;н;а;р;т;с;S;—“–јЌј;S f inan loc sg
68;сама€;—јћџ…;A - nom sg plen f -;;;€;а;м;а;с;;A;—јћџ…;A - nom sg plen f -
69;попул€рна€;ѕќѕ”Ћя–Ќџ…;A - nom sg plen f -;;;€;а;н;р;€;л;A;ѕќѕ”Ћя–Ќџ…;A - nom sg plen f -
70;музыка;ћ”«џ ј;S f inan nom sg;;;а;к;ы;з;у;м;S;ћ”«џ ј;S f inan nom sg
71;это;Ё“ќ;S n - acc sg;;;о;т;э;;;;S;Ё“ќ;S n - acc sg
72;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
73;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
74;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
75;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
76;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
77;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
78;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
79;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
80;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
81;всЄ-таки;¬—≈-“ј »;PART;;;и;к;а;т;;Є;PART;¬—≈-“ј »;PART
82;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
83;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
84;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
4;всЄтки;¬—≈“ ј;;distort;;и;к;т;Є;с;в;S;¬—≈“ ј;S f inan acc pl
5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
7;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
5;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;хип-хоп;’»ѕ-’ќѕ;S m inan acc sg;;;п;о;х;;п;и;S;’»ѕ-’ќѕ;S m inan nom sg
2;.;.;SENT;;;;;;;;;SENT;.;SENT
;;;;;;;;;;;;;;
1;ћыслитель;ћџ—Ћ»“≈Ћ№;S m anim nom sg;;;ь;л;е;т;и;л;S;ћџ—Ћ»“≈Ћ№;S m anim nom sg
2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
3;Ёх;Ё’;INTJ;;;х;э;;;;;INTJ;Ё’;INTJ
4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
5;как; ј ;CONJ;;;к;а;к;;;;CONJ; ј ;CONJ
6;это;Ё“ќ;S n - nom sg;;;о;т;э;;;;S;Ё“ќ;S n - nom sg
7;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
8;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
9;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
10;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
11;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
12;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
13;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
14;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
15;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
16;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
17;собственно;—ќЅ—“¬≈ЌЌќ;ADV -;;;о;н;н;е;в;т;ADV;—ќЅ—“¬≈ЌЌќ;ADV -
18;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
19;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
20;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
4;собсно;—ќЅ—Ќќ;;distort;;о;н;с;б;о;с;S;—ќЅ—Ќќ;S n inan nonflex nonflex
5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
7;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
5;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
2;идентифицировалось;»ƒ≈Ќ“»‘»÷»–ќ¬ј“№—я;V pf praet sg indic n -;;;ь;с;о;л;а;в;V;»ƒ≈Ќ“»‘»÷»–ќ¬ј“№—я;V pf praet sg indic n -
3;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
4;так;“ј ;ADV -;;;к;а;т;;;;ADV;“ј ;ADV -
5;сказать;— ј«ј“№;V pf - - inf - -;;;ь;т;а;з;а;к;V;— ј«ј“№;V pf - - inf - -
6;?;?;SENT;;;;;;;;;SENT;?;SENT
;;;;;;;;;;;;;;
1;ћыслитель;ћџ—Ћ»“≈Ћ№;S m inan gen sg;;;ь;л;е;т;и;л;S;ћџ—Ћ»“≈Ћ№;S m inan gen sg
2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
3;Ёа;Ёј;NONLEX;;;а;э;;;;;NONLEX;Ёј;NONLEX
4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
5;очень;ќ„≈Ќ№;ADV -;;;ь;н;е;ч;о;;ADV;ќ„≈Ќ№;ADV -
6;просто;ѕ–ќ—“ќ;ADV -;;;о;т;с;о;р;п;ADV;ѕ–ќ—“ќ;ADV -
7;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
8;потому что;потому что;ZERO;;;о;т;ч; ;у;м;ZERO;потому что;ZERO
9;больша€;ЅќЋ№Ўќ…;A - nom sg plen f -;;;€;а;ш;ь;л;о;A;ЅќЋ№Ўќ…;A - nom sg plen f -
10;часть;„ј—“№;S f inan nom sg;;;ь;т;с;а;ч;;S;„ј—“№;S f inan nom sg
11;именно;»ћ≈ЌЌќ;PART;;;о;н;н;е;м;и;PART;»ћ≈ЌЌќ;PART
12;интернет;»Ќ“≈–Ќ≈“;NONLEX;слитно;;т;е;н;р;е;т;S;»Ќ“≈–Ќ≈“;S m inan nom sg
13;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
14;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
15;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
16;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
17;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
18;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
19;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
20;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
21;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
22;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;—ћ»;—ћ»;S - inan gen pl;;;и;м;с;;;;S;—ћ»;S - inan nom pl
2;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
3;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
4;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
4;сми;—ћ»;S - inan gen pl;;;и;м;с;;;;S;—ћ»;S - inan loc pl
5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
7;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
5;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;сейчас;—≈…„ј—;ADV -;;;с;а;ч;й;е;с;ADV;—≈…„ј—;ADV -
2;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
3;эээ;ЁЁЁ;NONLEX;;;э;э;э;;;;NONLEX;ЁЁЁ;NONLEX
4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
5;пестр€т;ѕ≈—“–≈“№;V ipf praes pl indic - 3p;;;т;€;р;т;с;е;V;ѕ≈—“–≈“№;V ipf praes pl indic - 3p
6;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
7;эээ;ЁЁЁ;NONLEX;;;э;э;э;;;;NONLEX;ЁЁЁ;NONLEX
8;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
9;разными...;–ј«Ќџ…...;A - ins pl plen - -;;;;;;и;м;ы;A;–ј«Ќџ…...;A - ins pl plen - -
10;разной;–ј«Ќџ…;A - ins sg plen f -;;;й;о;н;з;а;р;A;–ј«Ќџ…;A - gen sg plen f -
11;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
12;эээ;ЁЁЁ;NONLEX;;;э;э;э;;;;NONLEX;ЁЁЁ;NONLEX
13;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
14;информацией;»Ќ‘ќ–ћј÷»я;S f inan ins sg;;;й;е;и;ц;а;м;S;»Ќ‘ќ–ћј÷»я;S f inan ins sg
15;о;ќ;INTJ;;;о;;;;;;INTJ;ќ;INTJ
